gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
0.2934045009661689,0.3108343406396702,0.2947090807863496,0.6434193741598138,0.6673495228676444,0.5442628190306766
0.19325178999060783,0.06192046412238082,-0.0497632336621451,0.26595355406986243,0.06749695474444259,-0.08712884766200613
-0.022570089537063125,-0.007137703680721103,-0.017530449537478177,-0.07429873143859603,-0.0061585565072921206,0.041458633036501075
0.13950887464002845,0.05417174673119658,0.016616294761838523,0.16060429119156186,0.05947262498552851,-0.026445499380059093
-0.08995532340827651,-0.11699413796360553,-0.09745096793207604,-0.21576962173117561,-0.21628051350369623,-0.24363445992695454
-0.02138124457338933,-0.04571318622874257,-0.03671135428852659,-0.06690928219813164,-0.044137367219241774,0.04877517353202848
-0.04787900719846348,-0.0809049760913761,-0.02840793683331605,-0.15228788641665134,-0.11418548162001738,-0.08946683595954286
-0.010628010811152083,0.05054189768749519,0.07993844070595242,0.03134329911400144,0.12004049930887886,0.16059074472779955
0.11113040125466853,0.007817566462604286,-0.04146413830532489,0.16588149007280226,-0.013235884885025778,-0.042571888421836
-0.35580041820647407,-0.24698586172860043,-0.1355401508432843,-0.5428217669383036,-0.3889113092691029,-0.1817031494949734
0.0623378640612537,0.1830579481402825,0.2285012476379892,0.20299421471677345,0.5014709762324551,0.5306638985123003
0.4135567504299982,0.2463195810414792,0.08960679547898094,0.6972222056188461,0.4148006838348882,0.177611284629764
-0.04922998360930586,-0.11237191443273233,-0.14517903608917782,-0.18617306998431446,-0.2160753438603669,-0.295105209026238
0.05834040877212719,0.04417112504939117,0.015072395463710517,0.08749289521339967,-0.010487316544106645,-0.021478442098228273
-0.05552794110191161,-0.11532255079321271,-0.123022744797315,-0.16980036465080045,-0.29107628470503033,-0.3267272936192782
-0.2602730484601192,-0.15692735509820413,-0.07099693852958465,-0.5024633392608857,-0.26794570381262367,-0.08774404612076599
-0.022679263010475875,0.021778999283595737,0.1116704766766033,-0.04218355274897767,0.14487476709977823,0.18732855024391726
-0.0029307432706972836,0.04870497095577821,0.0822091513822206,0.11866930711709792,0.20732199495507997,0.23861434451380847
0.2149878334232317,0.20862469276735857,0.1401660992540248,0.4547687809513566,0.3436970505165585,0.21245193885213517
0.04788621727743694,-0.10821580777217274,-0.16451355509621562,-0.03216257265009699,-0.25837505188708654,-0.349529874470529
-0.23895132818206258,-0.12048421991460384,-0.001160825687186673,-0.38419003459444545,-0.0945604971474909,0.06225374641165557
0.3362761644393071,0.22991583867226278,0.2023811694601959,0.4924663173840512,0.42772700560960597,0.2968285922224453
0.04869464754445505,-0.12921986955594084,-0.14316732513135108,-0.06204773142590711,-0.22150822176441298,-0.3439225960131822
-0.17005215334766022,-0.09827703559258921,-0.03906861596839432,-0.2593694309983795,-0.13964865297181153,0.056350594205178406
0.10663023769301527,0.05028638752957727,-0.015028219272247543,0.15660543838771598,0.06586400174701587,0.006543464869762192
-0.20453381786553337,-0.19514900772038948,-0.17618293653886652,-0.42852021000502366,-0.3633416093210237,-0.24863903668249027
-0.1583593779489592,0.019713201256232757,0.08984244910699918,-0.13720479319991,0.12024838108398567,0.26807092867910487
0.1216639688575003,0.18708338525908583,0.13125046865380535,0.25332632883082024,0.3172384287621408,0.3275003145237183
0.22075916235798637,0.19711521044800528,0.1516156306067815,0.4029384995306951,0.3071155160697141,0.24269203656700494
0.26535849961741026,0.0635125949837789,-0.028170726120714626,0.37215577214883655,0.014940874464505871,-0.1792672902463131
-0.2619853635732746,-0.2805761519085851,-0.21580777971189685,-0.5211978229757392,-0.5457040323241154,-0.41871041082991556
-0.07928709339021549,-0.008115905705054348,0.09451261452744557,-0.05794834271624719,0.046131257848767634,0.19936029149083384
0.10312567965664315,0.05499634999347759,-0.07264521159143743,0.13726915909054144,-0.03454719398389373,-0.11844905296672828
-0.24459175264274322,-0.1676018159264266,-0.04347007375901324,-0.47984240850697446,-0.2719401205391461,-0.11390409736224988
0.11964806871305582,0.1758957540957664,0.18935720437716935,0.31999620495324355,0.3304580487322956,0.4502422988167321
0.13043784733339847,0.05393281173589333,-0.08623601735934057,0.16672820525264506,0.0669602373398564,-0.19437278733955995
